iata,icao,name,location,time,country
POB,KPOB,Pope Field (Pope AFB),"Fort Liberty, North Carolina, United States",Unknown,United States
POC,KPOC,Brackett Field,"La Verne, California, United States",Unknown,United States
POD,GOSP,Podor Airport,"Podor, Senegal",Unknown,Senegal
POE,KPOE,Maks Army Airfield[3],"Fort Johnson, Louisiana, United States",Unknown,United States
POF,KPOF,Poplar Bluff Municipal Airport,"Poplar Bluff, Missouri, United States",Unknown,United States
POG,FOOG,Port-Gentil International Airport,"Port-Gentil, Gabon",Unknown,Gabon
POH,KPOH,Pocahontas Municipal Airport,"Pocahontas, Iowa, United States",Unknown,United States
POI,SLPO,Captain Nicolas Rojas Airport[1],"Potosí, Bolivia",Unknown,Bolivia
POJ,SNPD,Pedro Pereira dos Santos Airport,"Patos de Minas, Minas Gerais, Brazil",Unknown,Brazil
POL,FQPB,Pemba Airport,"Pemba, Mozambique",Unknown,Mozambique
POM,AYPY,Jacksons International Airport,"Port Moresby, Papua New Guinea",Unknown,Papua New Guinea
PON,MGPP,Poptún Airport[1],"Poptún, Guatemala",Unknown,Guatemala
POO,SBPC,Poços de Caldas Airport[1],"Poços de Caldas, Minas Gerais, Brazil",Unknown,Brazil
POP,MDPP,Gregorio Luperón International Airport,"San Felipe de Puerto Plata, Dominican Republic",Unknown,Dominican Republic
POR,EFPO,Pori Airport,"Pori, Finland",Unknown,Finland
POS,TTPP,Piarco International Airport,"Port of Spain, Trinidad and Tobago",Unknown,Trinidad and Tobago
POT,MKKJ,Ken Jones Aerodrome,"Port Antonio, Jamaica",Unknown,Jamaica
POU,KPOU,Dutchess County Airport,"Poughkeepsie, New York, United States",Unknown,United States
POV,LZPW,Prešov Air Base[1],"Prešov, Slovakia",Unknown,Slovakia
POW,LJPZ,Portorož Airport,"Portorož, Slovenia",Unknown,Slovenia
POX,LFPT,Pontoise – Cormeilles Aerodrome,"Paris, Île-de-France, France",Unknown,France
POY,KPOY,Powell Municipal Airport,"Powell / Lovell, Wyoming, United States",Unknown,United States
POZ,EPPO,Poznań–Ławica Airport,"Poznań, Poland",Unknown,Poland
PPA,KPPA,Perry Lefors Field,"Pampa, Texas, United States",Unknown,United States
PPB,SBDN,Presidente Prudente Airport,"Presidente Prudente, São Paulo, Brazil",Unknown,Brazil
PPC,PAPR,Prospect Creek Airport,"Prospect Creek, Alaska, United States",Unknown,United States
PPE,MMPE,Puerto Peñasco International Airport,"Puerto Peñasco, Sonora, Mexico",Unknown,Mexico
PPF,KPPF,Tri-City Airport,"Parsons, Kansas, United States",Unknown,United States
PPG,NSTU,Pago Pago International Airport,"Pago Pago, American Samoa",Unknown,American Samoa
PPH,Not Available,Parai-tepuí Airport[1],"Parai-tepuí (Peraitepuy), Venezuela",Unknown,Venezuela
PPI,YPIR,Port Pirie Airport,"Port Pirie, South Australia, Australia",Unknown,Australia
PPJ,WIIG,Panjang Island Airport[1],"Panjang Island, Indonesia",Unknown,Indonesia
PPK,UACP,Petropavl Airport,"Petropavl (Petropavlovsk), Kazakhstan",Unknown,Kazakhstan
PPL,VNPL,Phaplu Airport,"Phaphlu, Nepal",Unknown,Nepal
PPM,KPMP,Pompano Beach Airpark (FAA: PMP),"Pompano Beach, Florida, United States",Unknown,United States
PPN,SKPP,Guillermo León Valencia Airport,"Popayán, Colombia",Unknown,Colombia
PPP,YBPN,Whitsunday Coast Airport,"Proserpine, Queensland, Australia",Unknown,Australia
PPQ,NZPP,Kapiti Coast Airport,"Paraparaumu Beach, New Zealand",Unknown,New Zealand
PPR,WIDE,Tuanku Tambusai Airport[1],"Pasir Pangaraian (Pasir Pangarayan), Indonesia",Unknown,Indonesia
PPS,RPVP,Puerto Princesa International Airport,"Puerto Princesa, Philippines",Unknown,Philippines
PPT,NTAA,Fa'a'ā International Airport,"Papeete, Tahiti, French Polynesia",Unknown,French Polynesia
PPU,VYPP,Papun Airport[1],"Papun, Myanmar",Unknown,Myanmar
PPV,Not Available,Port Protection Seaplane Base (FAA: 19P),"Port Protection, Alaska, United States",Unknown,United States
PPW,EGEP,Papa Westray Airport,"Papa Westray, Scotland, United Kingdom",Unknown,United Kingdom
PPX,Not Available,Param Airport[1],"Param, Papua New Guinea",Unknown,Papua New Guinea
PPY,SNZA,Pouso Alegre Airport[1],"Pouso Alegre, Minas Gerais, Brazil",Unknown,Brazil
PPZ,Not Available,Puerto Páez Airport[1],"Puerto Páez, Venezuela",Unknown,Venezuela
PQC,VVPQ,Phu Quoc International Airport,"Phu Quoc Island, Vietnam",Unknown,Vietnam
PQD,Not Available,Batticaloa Seaplane Base[1],"Batticaloa, Sri Lanka",Unknown,Sri Lanka
PQI,KPQI,Northern Maine Regional Airport at Presque Isle,"Presque Isle, Maine, United States",Unknown,United States
PQM,MMPQ,Palenque International Airport[1],"Palenque, Chiapas, Mexico",Unknown,Mexico
PQQ,YPMQ,Port Macquarie Airport,"Port Macquarie, New South Wales, Australia",Unknown,Australia
PQS,Not Available,Pilot Station Airport (FAA: 0AK),"Pilot Station, Alaska, United States",Unknown,United States
PRA,SAAP,General Justo José de Urquiza Airport,"Paraná, Entre Ríos, Argentina",Unknown,Argentina
PRB,KPRB,Paso Robles Municipal Airport,"Paso Robles, California, United States",Unknown,United States
PRC,KPRC,Ernest A. Love Field,"Prescott, Arizona, United States",Unknown,United States
PRD,YPDO,Pardoo Airport[1],"Pardoo Station, Western Australia, Australia",Unknown,Australia
PRE,Not Available,Pore Airport[1],"Pore, Colombia",Unknown,Colombia
PRG,LKPR,Václav Havel Airport Prague,"Prague, Czech Republic",Unknown,Czech Republic
PRH,VTCP,Phrae Airport,"Phrae, Thailand",Unknown,Thailand
PRI,FSPP,Praslin Island Airport,"Praslin Island, Seychelles",Unknown,Seychelles
PRK,FAPK,Prieska Airport[1],"Prieska, South Africa",Unknown,South Africa
PRM,LPPM,Portimão Airport,"Portimão, Portugal",Unknown,Portugal
PRN,BKPR,Pristina International Airport Adem Jashari,"Pristina, Kosovo",Unknown,Kosovo
PRO,KPRO,Perry Municipal Airport,"Perry, Iowa, United States",Unknown,United States
PRP,LFKO,Propriano Airport,"Propriano, Corsica, France",Unknown,France
PRQ,SARS,Presidencia Roque Sáenz Peña Airport,"Presidencia Roque Sáenz Peña, Chaco, Argentina",Unknown,Argentina
PRR,SYPR,Paruima Airport,"Paruima, Guyana",Unknown,Guyana
PRS,AGGP,Parasi Airport[1],"Parasi, Solomon Islands",Unknown,Solomon Islands
PRU,VYPY,Pyay Airport[1],"Pyay (Prome), Myanmar",Unknown,Myanmar
PRV,LKPO,Přerov Airport[1],"Přerov, Czech Republic",Unknown,Czech Republic
PRW,Not Available,Prentice Airport (FAA: 5N2),"Prentice, Wisconsin, United States",Unknown,United States
PRX,KPRX,Cox Field,"Paris, Texas, United States",Unknown,United States
PRY,FAWB,Wonderboom Airport,"Pretoria, South Africa",Unknown,South Africa
PRZ,Not Available,Prineville Airport (FAA: S39),"Prineville, Oregon, United States",Unknown,United States
PSA,LIRP,Pisa International Airport (Galileo Galilei Airport),"Pisa, Tuscany, Italy",Unknown,Italy
PSB,KPSB,Mid-State Regional Airport,"Rush Township, Centre County, Pennsylvania, United States",Unknown,United States
PSC,KPSC,Tri-Cities Airport,"Pasco, Washington, United States",Unknown,United States
PSD,HEPS,Port Said Airport[1],"Port Said, Egypt",Unknown,Egypt
PSE,TJPS,Mercedita Airport,"Ponce, Puerto Rico",Unknown,Puerto Rico
PSF,KPSF,Pittsfield Municipal Airport,"Pittsfield, Massachusetts, United States",Unknown,United States
PSG,PAPG,Petersburg James A. Johnson Airport,"Petersburg, Alaska, United States",Unknown,United States
PSH,EDXO,Sankt Peter-Ording Airport[1],"Sankt Peter-Ording, Schleswig-Holstein, Germany",Unknown,Germany
PSI,OPPI,Pasni Airport[1],"Pasni, Pakistan",Unknown,Pakistan
PSJ,WAMP,Kasiguncu Airport[1],"Poso, Indonesia",Unknown,Indonesia
PSK,KPSK,New River Valley Airport,"Dublin, Virginia, United States",Unknown,United States
PSL,EGPT,Perth Airport (Scone Airport),"Perth, Scotland, United Kingdom",Unknown,United Kingdom
PSM,KPSM,Portsmouth International Airport at Pease,"Portsmouth, New Hampshire, United States",Unknown,United States
PSN,KPSN,Palestine Municipal Airport,"Palestine, Texas, United States",Unknown,United States
PSO,SKPS,Antonio Nariño Airport,"Pasto, Colombia",Unknown,Colombia
PSP,KPSP,Palm Springs International Airport,"Palm Springs, California, United States",Unknown,United States
PSQ,Not Available,Philadelphia Seaplane Base (FAA: 9N2),"Philadelphia, Pennsylvania, United States",Unknown,United States
PSR,LIBP,Abruzzo Airport,"Pescara, Abruzzo, Italy",Unknown,Italy
PSS,SARP,Libertador General José de San Martín Airport,"Posadas, Misiones, Argentina",Unknown,Argentina
PSU,WIOP,Pangsuma Airport[1],"Putussibau, Indonesia",Unknown,Indonesia
PSV,Not Available,Papa Stour Airstrip[1],"Papa Stour, Scotland, United Kingdom",Unknown,United Kingdom
PSW,SNOS,Passos Airport[1],"Passos, Minas Gerais, Brazil",Unknown,Brazil
PSX,KPSX,Palacios Municipal Airport,"Palacios, Texas, United States",Unknown,United States
PSY,SFAL,Port Stanley Airport,"Stanley, British Overseas Territory of Falkland Islands",Unknown,British Overseas Territory of Falkland Islands
PSZ,SLPS,Puerto Suárez International Airport,"Puerto Suárez, Bolivia",Unknown,Bolivia
PTA,PALJ,Port Alsworth Airport (FAA: TPO),"Port Alsworth, Alaska, United States",Unknown,United States
PTB,KPTB,Dinwiddie County Airport,"Petersburg, Virginia, United States",Unknown,United States
PTC,Not Available,Port Alice Seaplane Base (FAA: 16K),"Port Alice, Alaska, United States",Unknown,United States
PTD,PAAP,Port Alexander Seaplane Base (FAA: AHP),"Port Alexander, Alaska, United States",Unknown,United States
PTF,NFFO,Malolo Lailai Airport[1],"Malolo Lailai, Fiji",Unknown,Fiji
PTG,FAPP,Polokwane International Airport,"Polokwane, South Africa",Unknown,South Africa
PTH,PAPH,Port Heiden Airport,"Port Heiden, Alaska, United States",Unknown,United States
PTJ,YPOD,Portland Airport,"Portland, Victoria, Australia",Unknown,Australia
PTK,KPTK,Oakland County International Airport,"Pontiac, Michigan, United States",Unknown,United States
PTM,SVPT,Palmarito Airport[1],"Palmarito, Venezuela",Unknown,Venezuela
PTN,KPTN,Harry P. Williams Memorial Airport,"Patterson, Louisiana, United States",Unknown,United States
PTO,SSPB,Juvenal Loureiro Cardoso Airport[1],"Pato Branco, Paraná, Brazil",Unknown,Brazil
PTP,TFFR,Pointe-à-Pitre International Airport (Le Raizet Airport),"Pointe-à-Pitre, Guadeloupe",Unknown,Guadeloupe
PTQ,SNMZ,Porto de Moz Airport[1],"Porto de Moz, Pará, Brazil",Unknown,Brazil
PTS,KPTS,Atkinson Municipal Airport,"Pittsburg, Kansas, United States",Unknown,United States
PTT,KPTT,Pratt Regional Airport,"Pratt, Kansas, United States",Unknown,United States
PTU,PAPM,Platinum Airport,"Platinum, Alaska, United States",Unknown,United States
PTV,KPTV,Porterville Municipal Airport,"Porterville, California, United States",Unknown,United States
PTW,KPTW,Heritage Field,"Pottstown, Pennsylvania, United States",Unknown,United States
PTX,SKPI,Contador Airport[1],"Pitalito, Colombia",Unknown,Colombia
PTY,MPTO,Tocumen International Airport,"Panama City, Panama",Unknown,Panama
PTZ,SEPA,Río Amazonas Airport,"Shell, Ecuador",Unknown,Ecuador
PUA,Not Available,Puas Airport[1],"Puas, Papua New Guinea",Unknown,Papua New Guinea
PUB,KPUB,Pueblo Memorial Airport,"Pueblo, Colorado, United States",Unknown,United States
PUC,KPUC,Carbon County Regional Airport,"Price, Utah, United States",Unknown,United States
PUD,SAWD,Puerto Deseado Airport,"Puerto Deseado, Santa Cruz, Argentina",Unknown,Argentina
PUE,MPOA,Puerto Obaldia Airport[1],"Puerto Obaldía, Panama",Unknown,Panama
PUF,LFBP,Pau Pyrénées Airport,"Pau, Aquitaine, France",Unknown,France
PUG,YPAG,Port Augusta Airport[1],"Port Augusta, South Australia, Australia",Unknown,Australia
PUI,Not Available,Pureni Airport,"Pureni, Papua New Guinea",Unknown,Papua New Guinea
PUJ,MDPC,Punta Cana International Airport,"Punta Cana, Dominican Republic",Unknown,Dominican Republic
PUK,NTGQ,Pukarua Airport,"Pukarua, Tuamotus, French Polynesia",Unknown,French Polynesia
PUL,Not Available,Port of Poulsbo Marina Moorage Seaplane Base (FAA: 83Q),"Poulsbo, Washington, United States",Unknown,United States
PUN,FZOP,Punia Airport[1],"Punia, Democratic Republic of the Congo",Unknown,Democratic Republic of the Congo
PUP,DFCP,Pô Airport,"Pô, Burkina Faso",Unknown,Burkina Faso
PUQ,SCCI,Presidente Carlos Ibáñez del Campo International Airport,"Punta Arenas, Chile",Unknown,Chile
PUR,SLPR,Puerto Rico Airport[1],"Puerto Rico, Bolivia",Unknown,Bolivia
PUS,RKPK,Gimhae International Airport,"Busan, South Korea",Unknown,South Korea
PUT,VOPN,Sri Sathya Sai Airport[1],"Puttaparthi, Andhra Pradesh, India",Unknown,India
PUU,SKAS,Tres de Mayo Airport,"Puerto Asís, Colombia",Unknown,Colombia
PUV,NWWP,Malabou Airport[1],"Poum, New Caledonia",Unknown,New Caledonia
PUW,KPUW,Pullman–Moscow Regional Airport,"Pullman / Moscow (ID), Washington, United States",Unknown,United States
PUX,SCPV,El Mirador Airport[1],"Puerto Varas, Chile",Unknown,Chile
PUY,LDPL,Pula Airport,"Pula, Croatia",Unknown,Croatia
PUZ,MNPC,Puerto Cabezas Airport,"Puerto Cabezas, Nicaragua",Unknown,Nicaragua
PVA,SKPV,El Embrujo Airport,"Providencia Island, Colombia",Unknown,Colombia
PVC,KPVC,Provincetown Municipal Airport,"Provincetown, Massachusetts, United States",Unknown,United States
PVD,KPVD,Theodore Francis Green State Airport,"Providence, Rhode Island, United States",Unknown,United States
PVE,MPVR,El Porvenir Airport[1],"El Porvenir, Panama",Unknown,Panama
PVF,KPVF,Placerville Airport,"Placerville, California, United States",Unknown,United States
PVG,ZSPD,Shanghai Pudong International Airport,"Shanghai, China",Unknown,China
PVH,SBPV,Governador Jorge Teixeira de Oliveira International Airport,"Porto Velho, Rondônia, Brazil",Unknown,Brazil
PVI,SSPI,Edu Chaves Airport[1],"Paranavaí, Paraná, Brazil",Unknown,Brazil
PVK,LGPZ,Aktion National Airport,"Preveza / Lefkada, Greece",Unknown,Greece
PVL,KPBX,Pike County Airport[1] (FAA: PBX),"Pikeville, Kentucky, United States",Unknown,United States
PVO,SEPV,Reales Tamarindos Airport,"Portoviejo, Ecuador",Unknown,Ecuador
PVR,MMPR,Licenciado Gustavo Díaz Ordaz International Airport,"Puerto Vallarta, Jalisco, Mexico",Unknown,Mexico
PVS,UHMD,Provideniya Bay Airport,"Provideniya, Chukotka, Russia",Unknown,Russia
PVU,KPVU,Provo Municipal Airport,"Provo, Utah, United States",Unknown,United States
PVW,KPVW,Hale County Airport,"Plainview, Texas, United States",Unknown,United States
PWA,KPWA,Wiley Post Airport,"Oklahoma City, Oklahoma, United States",Unknown,United States
PWD,KPWD,Sher-Wood Airport,"Plentywood, Montana, United States",Unknown,United States
PWE,UHMP,Pevek Airport,"Pevek, Chukotka, Russia",Unknown,Russia
PWI,Not Available,Beles Airport[1],"Pawi, Ethiopia",Unknown,Ethiopia
PWK,KPWK,Chicago Executive Airport,"Chicago, Illinois, United States",Unknown,United States
PWL,WICP,Wirasaba Airport,"Purwokerto, Indonesia",Unknown,Indonesia
PWM,KPWM,Portland International Jetport,"Portland, Maine, United States",Unknown,United States
PWN,MYCP,Pitts Town Airport[1],"Pitts Town, Crooked Island, Bahamas",Unknown,Bahamas
PWO,FZQC,Pweto Airport[1],"Pweto, Democratic Republic of the Congo",Unknown,Democratic Republic of the Congo
PWQ,UASP,Pavlodar Airport,"Pavlodar, Kazakhstan",Unknown,Kazakhstan
PWR,Not Available,Port Walter Seaplane Base[1],"Port Walter, Alaska, United States",Unknown,United States
PWT,KPWT,Bremerton National Airport,"Bremerton, Washington, United States",Unknown,United States
PWY,KPNA,Ralph Wenz Field (FAA: PNA),"Pinedale, Wyoming, United States",Unknown,United States
PXA,WIPY,Atung Bungsu Airport[1],"Pagar Alam, South Sumatra, Indonesia",Unknown,Indonesia
PXH,YPMH,Prominent Hill Airport[1],"Prominent Hill, South Australia, Australia",Unknown,Australia
PXL,Not Available,Polacca Airport (FAA: P10),"Polacca, Arizona, United States",Unknown,United States
PXM,MMPS,Puerto Escondido International Airport,"Puerto Escondido, Oaxaca, Mexico",Unknown,Mexico
PXO,LPPS,Porto Santo Airport,"Porto Santo Island, Madeira, Portugal",Unknown,Portugal
PXR,VTUJ,Surin Airport[1],"Surin, Thailand",Unknown,Thailand
PXU,VVPK,Pleiku Airport,"Pleiku, Vietnam",Unknown,Vietnam
PYA,SKVL,Velasquez Airport[1],"Puerto Boyacá, Colombia",Unknown,Colombia
PYB,VEJP,Jeypore Airport[1],"Jeypore, Odisha, India",Unknown,India
PYC,Not Available,Playón Chico Airport,"Ukupseni (Playón Chico), Panama",Unknown,Panama
PYE,NCPY,Tongareva Airport[1],"Penrhyn Atoll, Cook Islands",Unknown,Cook Islands
PYG,Not Available,Pakyong Airport,"Pakyong, Sikkim, India",Unknown,India
PYH,SVPA,Cacique Aramare Airport,"Puerto Ayacucho, Venezuela",Unknown,Venezuela
PYJ,UERP,Polyarny Airport,"Polyarny, Yakutia, Russia",Unknown,Russia
PYK,OIIP,Payam International Airport[1],"Karaj, Iran",Unknown,Iran
PYL,Not Available,Perry Island Seaplane Base[1],"Perry Island, Alaska, United States",Unknown,United States
PYM,KPYM,Plymouth Municipal Airport,"Plymouth, Massachusetts, United States",Unknown,United States
PYN,Not Available,Payán Airport[1],"Payán, Colombia",Unknown,Colombia
PYO,SEPT,Putumayo Airport[1],"Puerto El Carmen de Putumayo, Ecuador",Unknown,Ecuador
PYR,LGAD,Andravida Air Base[1],"Pyrgos, Greece",Unknown,Greece
PYS,Not Available,Paradise Skypark[1] (FAA: CA92),"Paradise, California, United States",Unknown,United States
PYV,Not Available,Yaviza Airport[1],"Yaviza, Panama",Unknown,Panama
PYY,Not Available,Pai Airport,"Pai, Thailand",Unknown,Thailand
PZA,SKPZ,Paz de Ariporo Airport[1],"Paz de Ariporo, Colombia",Unknown,Colombia
PZB,FAPM,Pietermaritzburg Airport,"Pietermaritzburg, South Africa",Unknown,South Africa
PZH,OPZB,Zhob Airport,"Zhob, Pakistan",Unknown,Pakistan
PZI,ZUZH,Panzhihua Bao'anying Airport[1],"Panzhihua, Sichuan, China",Unknown,China
PZK,NCPK,Pukapuka Island Airfield[1],"Pukapuka Island, Cook Islands",Unknown,Cook Islands
PZL,FADQ,Zulu Inyala Airport[1],"Phinda, South Africa",Unknown,South Africa
PZO,SVPR,Manuel Carlos Piar Guayana Airport,"Ciudad Guayana / Puerto Ordaz, Venezuela",Unknown,Venezuela
PZS,SCTC,Maquehue Airport[1],"Temuco, Chile",Unknown,Chile
PZU,HSPN,Port Sudan New International Airport,"Port Sudan, Sudan",Unknown,Sudan
PZY,LZPP,Piešťany Airport,"Piešťany, Slovakia",Unknown,Slovakia
QAH,VIDX,Hindon Airport,"Delhi, India",Unknown,India
QAQ,LIAP,L'Aquila–Preturo Airport[1],"L'Aquila, Abruzzo, Italy",Unknown,Italy
QBH,YMHL,Mount Holland Airport,"Mount Holland, Western Australia, Australia",Unknown,Australia
QCY,EGXC,RAF Coningsby,"Coningsby, England, United Kingdom",Unknown,United Kingdom
QHU,EDXJ,Husum Schwesing Airport[1],"Husum, Schleswig-Holstein, Germany",Unknown,Germany
QLR,LPMR,Monte Real Air Base,"Monte Real, Portugal",Unknown,Portugal
QOW,DNIM,Sam Mbakwe Airport,"Owerri, Nigeria",Unknown,Nigeria
QPG,WSAP,Paya Lebar Air Base,Singapore,Unknown,Singapore
QRA,FAGM,Rand Airport,"Johannesburg, South Africa",Unknown,South Africa
QRC,SCRG,Rancagua de la Independencia Airport,"Rancagua, Chile",Unknown,Chile
QRO,MMQT,Querétaro Intercontinental Airport,"Querétaro City, Querétaro, Mexico",Unknown,Mexico
QRW,DNSU,Warri Airport (Osubi Airport),"Warri, Nigeria",Unknown,Nigeria
QSC,SDSC,Mário Pereira Lopes Airport,"São Carlos, São Paulo, Brazil",Unknown,Brazil
QSF,DAAS,Ain Arnat Airport,"Sétif, Algeria",Unknown,Algeria
QSR,LIRI,Salerno Costa d'Amalfi Airport (Pontecagnano Airport),"Salerno, Campania, Italy",Unknown,Italy
QSZ,ZWSC,Shache Airport,"Shache, Xinjiang, China",Unknown,China
QUB,HLUB,Ubari Airport[1],"Ubari, Libya",Unknown,Libya
QUG,EGHR,Chichester/Goodwood Airport,"Chichester, England, United Kingdom",Unknown,United Kingdom
QUO,DNAI,Akwa Ibom International Airport,"Uyo, Nigeria",Unknown,Nigeria
QUY,EGUY,RAF Wyton[1],"Wyton, England, United Kingdom",Unknown,United Kingdom
RAA,Not Available,Rakanda Airport[1],"Rakanda, Papua New Guinea",Unknown,Papua New Guinea
RAB,AYTK,Rabaul Airport (Tokua Airport),"Rabaul, Papua New Guinea",Unknown,Papua New Guinea
RAC,KRAC,John H. Batten Airport,"Racine, Wisconsin, United States",Unknown,United States
RAD,Not Available,Road Town Seaplane Base[1],"Tortola, British Overseas Territory of Virgin Islands",Unknown,British Overseas Territory of Virgin Islands
RAE,OERR,Arar Domestic Airport,"Arar, Saudi Arabia",Unknown,Saudi Arabia
RAF,SAFR,Rafaela Airport[1],"Rafaela, Santa Fe, Argentina",Unknown,Argentina
RAG,NZRA,Raglan Aerodrome[1],"Raglan, New Zealand",Unknown,New Zealand
RAH,OERF,Rafha Domestic Airport[1],"Rafha, Saudi Arabia",Unknown,Saudi Arabia
RAI,GVNP,Nelson Mandela International Airport,"Praia, Cape Verde",Unknown,Cape Verde
RAJ,VARK,Rajkot Airport,"Rajkot, Gujarat, India",Unknown,India
